,CV_ID,Experience,Language Level - French,Match_ID,Status,4. CV sent to Client,4. Client initial validation date,7. Client final approval date,Gender,MatchStatus
989,376,[5-8],A1,11535,Rejected,,,,M,1.0
990,376,[5-8],A1,11771,Approved,,,,F,1.0
991,376,[5-8],A1,384,A03 - Offer declined,2018-01-30,2018-01-30,2018-02-19,F,1.0
992,3763,[8+],B1,10886,CV refused,2017-05-31,2017-05-31,,M,1.0
993,3763,[8+],B1,10905,Rejected,,,,F,1.0
994,3763,[8+],B1,10915,A05 - Onboarding,2017-06-06,2017-06-06,2017-06-09,M,1.0
1020,3829,[8+],A2,10729,Dropped out,2017-04-27,2018-04-03,,M,1.0
1021,3829,[8+],A2,10732,A03 - Offer declined,2017-04-25,2017-04-25,2017-05-04,F,1.0
1033,3898,[5-8],C1,12388,A05 - Onboarding,2017-05-14,2017-05-14,2017-05-14,M,1.0
1035,3909,[8+],A2,10824,CV refused,2017-05-16,2017-05-18,,M,1.0
1036,3909,[8+],A2,10853,Candidate dropped out,2017-05-31,2017-06-01,2018-04-03,M,1.0
1037,3909,[8+],A2,10894,Candidate refused,2017-05-29,2017-06-07,2017-07-06,F,1.0
1038,3909,[8+],A2,11019,CV refused,2017-07-04,2017-07-05,,F,1.0
1039,3909,[8+],A2,11225,Rejected,,,,F,1.0
1040,3909,[8+],A2,11305,A05 - Onboarding,2017-08-27,2017-09-20,2017-09-26,F,1.0
1042,3910,[8+],A2,10742,A03 - Offer declined,2017-05-05,2017-05-05,2017-05-19,M,1.0
1076,3990,[8+],B2,10785,A05 - Onboarding,2017-05-09,2017-05-11,2017-05-24,F,1.0
1077,3990,[8+],B2,10791,Dropped out,2017-05-09,2018-04-03,,M,1.0
1081,402,[0-1],A1,11091,A03 - Offer declined,2017-07-27,2017-07-27,2017-08-08,M,1.0
1082,402,[0-1],A1,11585,Rejected,,,,F,1.0
1083,402,[0-1],A1,11587,CV refused,2017-12-12,,,M,1.0
1084,402,[0-1],A1,11955,A03 - Offer declined,2018-03-23,2018-03-23,2017-08-08,M,1.0
1089,4031,[8+],C1,12396,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1096,4041,[8+],A1,10777,A05 - Onboarding,2017-05-09,2017-05-11,2017-05-19,F,1.0
1104,4165,[5-8],A1,10974,Approved,,,,M,1.0
1105,4165,[5-8],A1,11213,A05 - Onboarding,2017-08-21,2017-08-21,2017-09-05,F,1.0
1120,4265,[8+],B2,10805,Candidate dropped out,2017-05-16,2017-05-31,2018-04-06,F,1.0
1121,4265,[8+],B2,10815,Dropped out,2017-05-16,2018-04-03,,F,1.0
1122,4265,[8+],B2,11337,A03 - Offer declined,2017-10-03,2017-10-04,2017-10-04,M,1.0
1131,4289,[8+],A1,10821,A05 - Onboarding,2017-05-16,2017-05-17,2017-05-19,F,1.0
1132,4291,[8+],A1,10809,CV refused,2017-05-16,2017-05-16,,M,1.0
1133,4291,[8+],A1,10982,A03 - Offer declined,2017-06-20,2017-06-27,2017-07-04,M,1.0
1134,431,[8+],,12064,A03 - Offer declined,2018-02-13,2018-02-23,2018-03-20,F,1.0
1135,4319,[0-1],,12465,A03 - Process Cancelled,2017-08-15,2017-08-15,2017-08-15,F,1.0
1140,4353,[8+],A1,10902,A03 - Offer declined,2017-06-01,2017-06-05,2017-06-19,F,1.0
1143,4398,[8+],A1,10836,A03 - Process Cancelled,2017-05-23,2017-05-24,2017-06-06,M,1.0
1144,4398,[8+],A1,10849,Dropped out,2017-05-24,2017-05-25,,F,1.0
1145,4398,[8+],A1,11706,A03 - Process Cancelled,2018-01-23,2018-03-07,2017-06-06,F,1.0
1146,4400,[8+],A1,10837,Dropped out,2017-05-23,2018-04-03,,M,1.0
1147,4400,[8+],A1,10859,Candidate dropped out,2017-05-31,2017-06-01,2018-04-03,M,1.0
1148,4400,[8+],A1,10892,Candidate refused,2017-05-29,2017-05-29,2017-07-05,M,1.0
1149,4400,[8+],A1,11145,A03 - Offer declined,2017-08-03,2017-09-18,2017-09-25,M,1.0
1158,4428,[2-4],B1,10843,A05 - Onboarding,2017-05-23,2017-06-07,2017-06-21,F,1.0
1161,4437,[0-1],B2,12397,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1168,4471,[8+],C2,12399,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1176,4503,[8+],B2,10847,A05 - Onboarding,2017-06-06,2017-06-12,2017-06-27,F,1.0
1177,4503,[8+],B2,10943,Dropped out,2017-06-13,2018-04-06,,F,1.0
1178,4503,[8+],B2,10944,CV refused,2017-06-13,2017-06-15,,F,1.0
1198,4542,[8+],A1,10855,Dropped out,2017-05-31,2018-04-03,,F,1.0
1199,4542,[8+],A1,10925,CV refused,2017-06-16,2017-06-16,,F,1.0
1200,4542,[8+],A1,11644,A05 - Onboarding,2018-01-04,2018-01-04,2018-01-17,M,1.0
1201,4544,[8+],B1,10874,CV refused,2017-05-30,2017-05-31,,M,1.0
1202,4544,[8+],B1,10875,CV refused,2017-05-30,2017-05-31,,M,1.0
1203,4544,[8+],B1,10906,Dropped out,2017-06-07,2018-04-03,,M,1.0
1204,4544,[8+],B1,10914,Candidate dropped out,2017-06-06,2017-06-06,2018-04-06,M,1.0
1205,4544,[8+],B1,10960,A03 - Offer declined,2017-06-13,2017-06-13,2017-06-13,M,1.0
1210,4597,[8+],A2,10860,Dropped out,2017-05-31,2018-04-03,,F,1.0
1211,4597,[8+],A2,10896,A05 - Onboarding,2017-05-29,2017-05-29,2017-06-13,M,1.0
1212,460,[5-8],A1,11612,CV refused,2017-12-19,2018-03-07,,F,1.0
1213,460,[5-8],A1,11652,A03 - Offer declined,2018-02-22,2018-02-22,2018-03-01,M,1.0
1220,4620,[5-8],B1,10884,A03 - Offer declined,2017-05-30,2017-05-30,2017-06-13,M,1.0
1223,4641,[8+],A2,10904,A05 - Onboarding,2017-06-07,2017-06-07,2017-06-14,F,1.0
1225,4646,[8+],C2,12400,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1227,466,[0-1],A1,12405,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1230,468,[8+],A1,11476,A05 - Onboarding,2017-11-17,2018-01-17,2018-02-27,F,1.0
1231,468,[8+],A1,11558,Candidate dropped out,2017-12-05,2017-12-11,2018-04-03,M,1.0
1232,4692,[8+],B1,11013,CV refused,2017-06-27,2017-07-03,,F,1.0
1233,4692,[8+],B1,11096,Approved,,,,M,1.0
1234,4692,[8+],B1,11118,Candidate dropped out,2017-07-25,2017-07-27,2018-04-06,M,1.0
1235,4692,[8+],B1,11119,A05 - Onboarding,2017-07-25,2017-07-25,2017-08-02,F,1.0
1241,4764,[5-8],C1,10890,A05 - Onboarding,2017-06-07,2017-06-19,2017-06-21,F,1.0
1242,4774,[0-1],,12463,A03 - Process Cancelled,2017-08-15,2017-08-15,2017-08-15,M,1.0
1251,4806,[8+],B1,10910,Dropped out,2017-06-06,2018-04-06,,M,1.0
1252,4806,[8+],B1,11084,A05 - Onboarding,2017-07-19,2017-07-19,2017-07-19,M,1.0
1253,4808,[5-8],B1,10940,A05 - Onboarding,2017-06-13,2017-06-19,2017-06-26,M,1.0
1269,4890,[8+],A1,11037,A05 - Onboarding,2017-07-04,2017-07-31,2017-09-28,M,1.0
1276,4917,[5-8],A1,10927,A05 - Onboarding,2017-07-04,2017-07-04,2017-08-04,M,1.0
1277,4949,[5-8],B1,11132,A03 - Offer declined,2017-07-25,2017-07-25,2017-08-11,F,1.0
1292,4987,[0-1],C2,12459,A03 - Process Cancelled,2017-05-14,2017-05-14,2017-05-15,F,1.0
1293,4988,[0-1],,11002,CV refused,2017-06-30,2017-06-30,,F,1.0
1294,4988,[0-1],,12460,A03 - Process Cancelled,2018-03-14,2018-03-14,2018-03-14,M,1.0
1308,5067,[8+],A1,11021,Candidate dropped out,2017-06-27,2017-06-27,2018-04-03,F,1.0
1309,5067,[8+],A1,11050,Rejected,,,,F,1.0
1310,5067,[8+],A1,11056,A05 - Onboarding,2017-07-11,2017-07-12,2017-08-02,F,1.0
1315,5108,[5-8],A2,11014,A03 - Offer declined,2017-06-27,2017-06-27,2017-07-07,F,1.0
1316,5108,[5-8],A2,11582,Candidate dropped out,2017-12-12,2017-12-14,2018-04-06,F,1.0
1317,5109,[2-4],B1,11045,A05 - Onboarding,2017-07-04,2017-07-04,2017-07-07,F,1.0
1320,5113,[5-8],A2,11022,A05 - Onboarding,2017-06-27,2017-06-28,2017-07-05,M,1.0
1321,5149,[5-8],C2,11058,CV refused,2018-04-06,2018-04-06,,F,1.0
1322,5149,[5-8],C2,11465,A03 - Offer declined,2017-11-11,2017-11-20,2017-12-06,M,1.0
1323,5149,[5-8],C2,11494,Candidate dropped out,2017-11-21,2017-11-21,2018-04-06,M,1.0
1325,5189,[0-1],A1,12403,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1326,5190,[0-1],A1,12402,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1342,527,[5-8],A1,11609,CV refused,,,,F,1.0
1343,527,[5-8],A1,11623,A01 - Offer Preparation Started,2018-01-05,2018-01-09,2018-03-23,M,1.0
1346,5280,[8+],A1,11001,A05 - Onboarding,2017-06-30,2017-07-03,2017-09-05,F,1.0
1356,5356,[0-1],,12478,A03 - Offer declined,2018-03-14,2018-03-14,2017-07-03,M,1.0
1357,5358,[0-1],,12479,A03 - Offer declined,2018-03-14,2018-03-14,2018-03-14,F,1.0
1360,5372,[5-8],A1,11028,A03 - Offer declined,2017-07-05,2017-07-27,2017-08-04,F,1.0
1361,5372,[5-8],A1,12793,Candidate dropped out,2018-03-29,2018-03-29,2017-08-04,F,1.0
1362,5373,[0-1],,11077,CV refused,2017-07-18,2017-07-27,,F,1.0
1363,5373,[0-1],,12469,A03 - Process Cancelled,2017-08-13,2017-08-14,2017-08-15,F,1.0
1364,5376,[2-4],A2,11032,A03 - Offer declined,2017-07-06,2017-07-10,2017-07-14,M,1.0
1365,5376,[2-4],A2,11057,Dropped out,2017-07-11,2018-04-06,,F,1.0
1378,5402,[0-1],C2,12409,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1381,5430,[8+],B1,11210,A03 - Offer declined,2017-08-22,2017-08-24,2017-08-30,M,1.0
1382,5430,[8+],B1,11578,CV refused,2017-12-19,2018-01-05,,F,1.0
1386,5445,[8+],C2,11062,CV refused,2017-07-11,2017-08-10,,M,1.0
1387,5445,[8+],C2,11387,CV refused,2017-10-17,2017-11-14,,F,1.0
1388,5445,[8+],C2,11543,A05 - Onboarding,2017-12-07,2017-12-19,2017-12-21,M,1.0
1397,552,[2-4],A1,9984,A03 - Offer declined,2016-11-23,2016-11-23,2016-12-01,F,1.0
1400,5534,[5-8],A1,11052,Candidate dropped out,2017-07-15,2017-07-27,2018-04-03,F,1.0
1401,5534,[5-8],A1,11121,Rejected,,,,F,1.0
1402,5534,[5-8],A1,11174,A05 - Onboarding,2017-08-02,2017-08-02,2017-08-08,M,1.0
1405,5536,[8+],A1,11460,A03 - Offer declined,2017-11-07,2017-11-13,2017-11-22,M,1.0
1406,5536,[8+],A1,11461,CV refused,2017-11-07,2017-11-07,,F,1.0
1407,5536,[8+],A1,11466,CV refused,2017-11-05,2017-11-05,,F,1.0
1408,5536,[8+],A1,11495,Rejected,,,,F,1.0
1419,555,[0-1],,10063,Rejected,,,,M,1.0
1420,555,[0-1],,12420,A05 - Onboarding,2017-12-05,2017-12-05,2017-12-05,M,1.0
1434,5603,[0-1],C2,12410,A05 - Onboarding,2017-03-14,2017-03-14,2017-03-14,F,1.0
1440,5616,[2-4],A1,11080,Candidate dropped out,2017-07-18,2017-07-19,2018-04-03,F,1.0
1441,5616,[2-4],A1,11123,CV refused,2017-07-25,2017-08-07,,F,1.0
1442,5616,[2-4],A1,11175,A05 - Onboarding,2017-07-14,2017-08-08,2017-08-08,M,1.0
1463,565,[5-8],A2,10130,CV refused,2016-11-22,2016-12-20,,M,1.0
1464,565,[5-8],A2,10243,A05 - Onboarding,2016-12-21,2016-12-21,2017-01-12,F,1.0
1471,5665,[0-1],A1,11095,A03 - Offer declined,2017-07-26,2017-08-02,2017-08-08,M,1.0
1481,5699,[5-8],A1,11110,A03 - Offer declined,2017-07-25,2017-08-08,2017-09-06,M,1.0
1489,573,[8+],A2,10106,D01 – Resignation,2016-11-25,2016-11-25,2016-12-12,F,1.0
1507,5764,[8+],A1,11211,A05 - Onboarding,2017-08-22,2017-08-22,2017-08-23,M,1.0
1511,578,[8+],B2,10110,A05 - Onboarding,2016-11-25,2016-11-25,2016-12-05,M,1.0
1512,5780,[5-8],A1,11094,Rejected,,2018-03-30,2018-03-30,M,1.0
1513,5780,[5-8],A1,11488,A03 - Process Cancelled,2017-11-23,2017-11-27,2018-01-22,F,1.0
1518,583,[8+],A2,9985,A05 - Onboarding,2016-11-28,2016-11-29,2016-12-06,M,1.0
1528,586,[5-8],C1,10248,A03 - Process Cancelled,2016-12-01,2016-12-06,2016-12-15,F,1.0
1531,5866,[2-4],A2,11141,CV refused,2017-08-03,2017-08-03,,M,1.0
1532,5866,[2-4],A2,11744,CV refused,2018-02-06,2018-02-07,,F,1.0
1533,5866,[2-4],A2,11750,Dropped out,2018-02-06,2018-02-20,2018-02-28,F,1.0
1534,5866,[2-4],A2,12484,A03 - Offer declined,2018-03-14,2018-03-14,2018-02-28,M,1.0
1550,589,[8+],A2,9988,A05 - Onboarding,2016-12-05,2016-12-15,2016-12-22,F,1.0
1552,5906,[2-4],A1,11161,A03 - Offer declined,2017-08-08,2017-08-08,2017-08-17,M,1.0
1554,5914,[0-1],,12424,A05 - Onboarding,2017-12-11,2017-12-11,2017-12-11,M,1.0
1555,5915,[0-1],,12432,A05 - Onboarding,2017-12-15,2017-12-15,2017-12-15,M,1.0
1557,5924,[0-1],,12445,A05 - Onboarding,2017-12-14,2017-12-14,2017-12-14,M,1.0
1561,594,[5-8],A2,9989,D01 – Resignation,2016-11-28,2016-12-09,2016-12-13,M,1.0
1562,5946,[0-1],A1,11155,A05 - Onboarding,2017-08-01,2017-08-01,2017-08-11,M,1.0
1568,5956,[8+],A1,11154,CV refused,2017-08-08,2017-08-09,,F,1.0
1569,5956,[8+],A1,11534,A03 - Process Cancelled,2017-11-28,2017-11-28,2018-01-10,M,1.0
1570,5958,[2-4],A1,11185,Candidate dropped out,2017-08-17,2017-08-17,,M,1.0
1571,5958,[2-4],A1,11330,Rejected,2017-10-13,,,F,1.0
1572,5958,[2-4],A1,11428,Dropped out,,2018-04-12,,F,1.0
1573,5958,[2-4],A1,11431,Dropped out,2017-10-31,2018-04-06,,F,1.0
1574,5958,[2-4],A1,11432,A05 - Onboarding,2017-10-31,2017-11-15,2017-11-23,M,1.0
1593,6012,[8+],C2,11214,A05 - Onboarding,2017-08-29,2017-08-29,2017-11-09,F,1.0
1594,6022,[0-1],A2,11188,Candidate refused,2017-08-11,2017-09-11,2017-09-18,F,1.0
1595,6022,[0-1],A2,12028,A03 - Offer accepted,2018-02-13,2018-02-21,2018-03-01,M,1.0
1610,6072,[5-8],,11187,Dropped out,2017-08-14,,,M,1.0
1611,6072,[5-8],,13041,A01 - Offer Preparation Started,2018-04-10,2018-04-17,2018-05-07,M,1.0
1616,6094,[8+],A1,11204,A05 - Onboarding,2017-08-22,2017-08-22,2017-08-28,M,1.0
1636,6196,[8+],A1,11376,A05 - Onboarding,2017-10-25,2017-10-25,2017-11-06,M,1.0
1637,6196,[8+],A1,11379,Dropped out,2017-10-17,2018-04-06,,M,1.0
1638,6196,[8+],A1,11392,Candidate dropped out,2017-10-17,2017-10-17,2018-04-06,M,1.0
1640,6223,[8+],C1,11215,A05 - Onboarding,2017-08-29,2017-09-04,2017-09-05,F,1.0
1643,6236,[8+],B1,11350,A05 - Onboarding,2017-09-20,2017-09-20,2017-10-09,F,1.0
1647,6255,[8+],,11251,Candidate refused,2017-09-14,2017-09-15,2017-09-18,F,1.0
1648,6255,[8+],,11328,A05 - Onboarding,2017-09-19,2017-09-20,2017-09-26,M,1.0
1657,6300,[8+],A1,11286,A03 - Offer declined,2017-09-20,2017-09-20,2017-09-29,F,1.0
1658,6308,[8+],A1,11308,Candidate dropped out,2017-09-25,2017-09-25,2018-04-03,F,1.0
1659,6308,[8+],A1,11315,A05 - Onboarding,2017-09-26,2017-09-27,2017-10-10,M,1.0
1660,6308,[8+],A1,11316,Dropped out,2017-09-26,2018-04-06,,M,1.0
1661,6308,[8+],A1,11317,Candidate dropped out,2017-09-26,2017-09-27,2018-04-06,F,1.0
1665,6313,[2-4],B1,11236,A05 - Onboarding,2017-09-05,2017-09-06,2017-09-11,F,1.0
1669,6333,[8+],A1,11254,A05 - Onboarding,2017-09-12,2017-09-15,2017-09-22,F,1.0
1682,6515,[0-1],A2,11289,A05 - Onboarding,2017-09-20,2017-09-20,2017-09-29,F,1.0
1683,6516,[5-8],B2,11322,CV refused,2017-09-26,2017-09-27,,F,1.0
1684,6516,[5-8],B2,11581,CV refused,2017-12-12,,,M,1.0
1685,6516,[5-8],B2,11651,A05 - Onboarding,2017-12-29,2018-01-03,2018-02-14,M,1.0
1690,6518,[8+],A1,11313,A03 - Offer declined,2017-09-21,2017-09-21,2017-10-04,F,1.0
1693,6520,[8+],A1,11290,A03 - Process Cancelled,2017-09-20,2017-09-20,2017-09-29,F,1.0
1696,654,[2-4],C2,10271,Rejected,,,,F,1.0
1697,654,[2-4],C2,10344,T01- Terminated,2017-02-02,2017-02-03,2017-02-06,F,1.0
1698,654,[2-4],C2,12984,A05 - Onboarding,2017-05-01,2017-06-01,2017-08-01,M,1.0
1717,6686,[8+],A1,11303,A03 - Process Cancelled,2017-09-26,2017-09-26,2017-10-10,F,1.0
1735,689,[8+],A1,10281,Rejected,,,,F,1.0
1736,689,[8+],A1,10736,CV refused,2017-04-25,2017-05-12,2018-03-27,M,1.0
1737,689,[8+],A1,10934,T01- Terminated,2017-06-13,2017-06-16,2017-06-29,F,1.0
1738,689,[8+],A1,10935,CV refused,2017-06-13,2017-06-16,,M,1.0
1739,689,[8+],A1,10986,Candidate dropped out,2017-06-20,2017-06-27,2018-04-06,F,1.0
1744,6912,[8+],A1,11340,A03 - Offer declined,2017-10-03,2017-10-25,2017-12-08,M,1.0
1746,6918,[2-4],A1,11395,A05 - Onboarding,2017-11-02,2017-11-03,2017-11-13,F,1.0
1748,693,[8+],A1,10148,A05 - Onboarding,2016-12-13,2017-01-03,2017-01-18,F,1.0
1760,698,[8+],A2,10159,A05 - Onboarding,2016-12-12,2016-12-12,2016-12-15,F,1.0
1765,7010,[2-4],A1,11266,Candidate refused,2017-10-25,2017-10-25,2017-10-26,M,1.0
1766,7010,[2-4],A1,11380,A05 - Onboarding,2017-10-17,2017-10-17,2017-10-26,F,1.0
1776,707,[8+],B2,10555,CV refused,2017-03-27,2017-03-31,,F,1.0
1777,707,[8+],B2,10562,CV refused,2017-03-14,2017-03-14,,F,1.0
1778,707,[8+],B2,10618,Candidate dropped out,2017-03-28,2017-03-28,2018-04-06,M,1.0
1779,707,[8+],B2,10664,A05 - Onboarding,2017-04-06,2017-04-06,2017-04-25,F,1.0
1780,707,[8+],B2,12787,Candidate dropped out,2017-03-07,2017-03-07,,M,1.0
1784,7134,[8+],A1,11366,CV refused,2017-10-17,2017-10-17,,F,1.0
1785,7134,[8+],A1,11384,Rejected,2018-03-27,,,F,1.0
1786,7134,[8+],A1,11452,A03 - Process Cancelled,2017-11-08,2017-11-21,2017-12-21,M,1.0
1787,7134,[8+],A1,11554,Rejected,,,,F,1.0
1788,7134,[8+],A1,11566,Dropped out,2017-12-05,2018-04-06,,F,1.0
1789,7134,[8+],A1,11703,CV refused,2018-01-22,2018-02-02,,M,1.0
1792,7181,[8+],A1,11421,A05 - Onboarding,2017-10-30,2017-10-30,2017-11-07,F,1.0
1793,7181,[8+],A1,11445,Dropped out,2017-10-31,2018-04-03,,M,1.0
1796,7186,[0-1],,11368,CV refused,2017-10-17,2017-10-17,,F,1.0
1797,7186,[0-1],,11383,Rejected,,,,F,1.0
1798,7186,[0-1],,11448,CV refused,2017-11-09,2017-11-09,,M,1.0
1799,7186,[0-1],,12377,CV refused,2018-03-06,2018-03-12,,F,1.0
1800,7186,[0-1],,12575,A04b – Hiring Started / Contract signed,2018-03-06,2018-03-12,2018-03-21,F,1.0
1817,7318,[8+],A2,11403,CV refused,2017-10-23,2017-10-23,,F,1.0
1818,7318,[8+],A2,11407,CV refused,2017-10-23,2017-10-23,,M,1.0
1819,7318,[8+],A2,11451,Dropped out,2017-11-08,2018-04-10,2018-04-06,F,1.0
1820,7318,[8+],A2,11506,A03 - Offer declined,2017-11-22,2017-11-22,2017-11-30,M,1.0
1821,7319,[2-4],A1,11404,CV refused,2017-10-23,2017-10-23,,F,1.0
1822,7319,[2-4],A1,11408,CV refused,2017-10-23,2017-10-23,,M,1.0
1823,7319,[2-4],A1,11508,A05 - Onboarding,2017-12-06,2017-12-06,2017-12-11,F,1.0
1844,744,[8+],A1,10156,Rejected,,,,M,1.0
1845,744,[8+],A1,10410,Candidate refused,2017-02-16,2017-02-16,2017-02-22,M,1.0
1846,744,[8+],A1,10512,A03 - Offer declined,2017-03-07,2017-03-07,2017-03-07,F,1.0
1848,746,[8+],A1,10225,A03 - Offer declined,2017-01-18,2017-01-18,2017-01-19,F,1.0
1849,746,[8+],A1,10255,Candidate refused,2017-01-06,2017-01-06,2017-01-19,F,1.0
1871,7539,[8+],A1,11455,A05 - Onboarding,2017-11-07,2017-11-07,2017-11-22,F,1.0
1902,772,[5-8],B2,10011,A05 - Onboarding,2016-12-20,2016-12-20,2016-12-22,F,1.0
1909,7767,[2-4],A1,11507,A05 - Onboarding,2017-11-22,2017-11-22,2017-11-30,F,1.0
1914,7799,[8+],A1,11505,A05 - Onboarding,2017-11-22,2017-11-22,2017-11-30,F,1.0
1927,7856,[8+],A1,11475,A05 - Onboarding,2017-11-13,2017-11-13,2017-11-22,M,1.0
1935,7887,[5-8],A1,11628,Dropped out,,,,F,1.0
1936,7887,[5-8],A1,11634,CV refused,2018-01-03,2018-01-04,,M,1.0
1937,7887,[5-8],A1,11636,A03 - Offer declined,2018-01-03,2018-01-22,2018-01-23,F,1.0
1938,7889,[8+],A1,11527,A05 - Onboarding,2017-11-29,2017-12-13,2017-12-21,M,1.0
1939,7889,[8+],A1,11557,Candidate dropped out,2017-12-05,2017-12-11,2018-04-03,F,1.0
1945,7936,[0-1],,12425,A05 - Onboarding,2017-12-11,2017-12-11,2017-12-11,M,1.0
1950,796,[8+],C1,10459,D01 – Resignation,2017-03-07,2017-03-07,2017-03-21,M,1.0
1951,796,[8+],C1,9995,Rejected,2016-12-21,2016-12-21,,M,1.0
1956,7987,[8+],A1,11487,A05 - Onboarding,2017-11-21,2017-11-21,2017-12-19,M,1.0
1967,8047,[8+],A1,11519,D01 – Resignation,2017-11-21,2017-11-21,2017-11-23,M,1.0
1968,805,[5-8],C1,10293,A05 - Onboarding,2017-01-24,2017-01-24,2017-01-27,F,1.0
1970,808,[8+],A2,10113,Candidate refused,2017-01-10,2017-01-10,2017-01-25,M,1.0
1971,808,[8+],A2,10241,CV refused,2017-01-18,2017-01-18,,F,1.0
1972,808,[8+],A2,10343,Dropped out,2017-02-14,2018-04-03,,F,1.0
1973,808,[8+],A2,10346,CV refused,2017-02-02,2017-02-07,,F,1.0
1974,808,[8+],A2,10746,CV refused,2017-05-05,2017-05-05,,F,1.0
1975,808,[8+],A2,10762,A05 - Onboarding,2017-05-04,2017-05-04,2017-05-18,M,1.0
1983,812,[5-8],B2,10012,A05 - Onboarding,2016-12-20,2016-12-20,2017-01-10,F,1.0
1986,815,[2-4],A2,10010,D01 – Resignation,2016-12-20,2016-12-20,2016-12-22,M,1.0
1987,815,[2-4],A2,10048,CV refused,2016-12-20,2016-12-21,,F,1.0
1991,818,[0-1],,10021,CV refused,2016-12-20,2016-12-21,,F,1.0
1992,818,[0-1],,11146,Candidate dropped out,2017-08-01,2017-08-10,2018-04-06,F,1.0
1993,818,[0-1],,11647,A05 - Onboarding,2018-01-08,2018-02-02,2018-02-12,M,1.0
1995,8190,[2-4],A1,11525,A03 - Offer declined,2017-11-29,2017-12-12,2017-12-19,F,1.0
1996,8190,[2-4],A1,11526,Dropped out,2017-11-29,2018-04-10,2018-04-03,F,1.0
2003,8218,[8+],A1,11491,A05 - Onboarding,2017-11-21,2017-11-21,2017-12-05,M,1.0
2007,8256,[2-4],B2,11589,Rejected,,2018-03-30,2018-03-30,M,1.0
2008,8256,[2-4],B2,11614,CV refused,2017-12-19,2017-12-19,,M,1.0
2009,8256,[2-4],B2,11643,A05 - Onboarding,2018-01-04,2018-01-04,2018-01-09,F,1.0
2010,8260,[8+],,11528,CV refused,2017-11-29,2017-12-05,,M,1.0
2011,8260,[8+],,11536,Dropped out,2017-11-28,2018-04-06,,M,1.0
2012,8260,[8+],,13038,A04 - Hiring Request Started,2018-04-12,2018-04-18,2018-04-24,M,1.0
2021,8409,,,11598,A05 - Onboarding,2018-01-30,2018-02-02,2018-03-05,M,1.0
2023,8434,[8+],A1,11523,A05 - Onboarding,2017-11-27,2017-11-27,2017-12-19,F,1.0
2039,8649,[8+],A1,11541,A05 - Onboarding,2017-12-06,2017-12-12,2017-12-19,F,1.0
2059,8762,,,13050,CV refused,2018-04-13,2018-04-13,,M,1.0
2060,8762,,,13166,A03 - Offer declined,2018-04-23,2018-04-27,2018-04-27,F,1.0
2064,8821,[8+],B1,11625,A03 - Offer declined,2018-01-03,2018-01-03,2018-01-19,M,1.0
2065,8834,[8+],B2,11630,A05 - Onboarding,2018-01-04,2018-01-04,2018-01-11,F,1.0
2070,8852,,,11607,Candidate validated,2018-01-09,2018-02-13,2018-05-02,M,1.0
2071,8855,[8+],Native,11626,A04b – Hiring Started / Contract signed,2018-01-04,2018-01-08,2018-01-17,F,1.0
2073,8872,[8+],Native,11624,A03 - Offer declined,2017-12-19,2017-12-19,2018-01-15,M,1.0
2077,8902,[2-4],Native,11684,CV refused,2018-01-16,2018-01-17,,M,1.0
2078,8902,[2-4],Native,11686,A05 - Onboarding,2018-01-16,2018-01-18,2018-02-08,M,1.0
2082,8946,[8+],A1,11638,A05 - Onboarding,2018-01-03,2018-01-03,2018-01-16,F,1.0
2083,8946,[8+],A1,11640,Dropped out,2018-01-05,2018-04-03,,F,1.0
2084,8946,[8+],A1,11649,CV refused,,2018-04-10,,M,1.0
2090,899,[8+],A2,10184,A05 - Onboarding,2017-01-03,2017-01-03,2017-01-11,M,1.0
2092,900,[8+],B1,10189,A05 - Onboarding,2017-01-10,2017-01-10,2017-01-11,F,1.0
2097,904,[8+],A2,10186,A05 - Onboarding,2017-01-03,2017-01-03,2017-01-10,M,1.0
2104,9091,[5-8],B1,11675,A05 - Onboarding,2018-01-19,2018-01-19,2018-01-31,M,1.0
2105,9096,,,11704,A05 - Onboarding,2018-01-23,2018-01-24,2018-02-01,F,1.0
2108,9113,[0-1],,12488,A05 - Onboarding,2018-03-14,2018-03-14,2018-03-14,M,1.0
2119,9154,[8+],,12762,A04b – Hiring Started / Contract signed,2018-03-20,2018-03-21,2018-03-28,F,1.0
2120,9154,[8+],,12864,Dropped out,2018-03-29,2018-04-03,,M,1.0
2121,9154,[8+],,12871,Dropped out,2018-03-20,2018-04-11,,M,1.0
2134,9207,[0-1],,11689,A04b – Hiring Started / Contract signed,2018-01-22,2018-03-22,2018-03-28,M,1.0
2135,9207,[0-1],,11690,Candidate refused,2018-01-22,2018-02-16,2018-03-29,M,1.0
2145,9250,[8+],B1,12413,A05 - Onboarding,2017-08-05,2017-08-05,2017-08-05,F,1.0
