,CV_ID,Experience,Language Level - French,Match_ID,Status,4. CV sent to Client,4. Client initial validation date,7. Client final approval date,Gender,MatchStatus
2185,951,[8+],Native,10014,Candidate refused,2017-01-03,2017-01-04,2017-01-17,M,1.0
2186,951,[8+],Native,11070,A05 - Onboarding,2017-07-18,2017-07-18,2017-08-08,M,1.0
2193,9586,,,11751,A05 - Onboarding,2018-02-06,2018-02-20,2018-02-28,M,1.0
2203,9675,[8+],A1,11775,A04b – Hiring Started / Contract signed,2018-02-12,2018-02-13,2018-02-15,F,1.0
2214,9703,[0-1],,12487,A03 - Offer declined,2018-03-14,2018-03-14,2018-03-07,M,1.0
2232,9800,[8+],,12094,CV refused,2018-02-27,2018-03-23,,M,1.0
2233,9800,[8+],,12361,Candidate refused,2018-02-27,2018-04-17,2018-04-27,F,1.0
2234,9800,[8+],,12869,A04 - Hiring Request Started,2018-04-04,2018-04-10,2018-04-24,F,1.0
2253,9836,[0-1],,12443,A05 - Onboarding,2017-12-01,2017-12-01,2017-12-01,M,1.0
6,1060,,,10208,Rejected,,,,F,0.0
9,1091,,,10026,Rejected,,,2018-03-30,M,0.0
10,1112,,,10188,CV refused,2017-01-03,2017-01-03,,F,0.0
11,1117,,,10190,Candidate refused,2017-01-10,2017-01-10,2017-01-11,F,0.0
12,1119,,,10192,Candidate refused,2017-01-03,2017-01-03,2017-01-11,M,0.0
14,1131,,,10023,CV refused,2017-01-06,2017-01-09,,M,0.0
15,1131,,,11071,Rejected,2017-07-26,2017-08-10,,M,0.0
16,1131,,,11131,Candidate dropped out,2017-07-25,2017-08-10,2018-04-06,M,0.0
17,1133,,,10724,Candidate dropped out,,,2017-04-20,M,0.0
20,1136,,,10195,CV refused,2017-01-03,2017-01-03,,M,0.0
21,1136,,,11363,CV refused,2017-10-16,2017-11-08,,M,0.0
22,1137,,,10000,Rejected,,,,M,0.0
23,1138,,,10197,CV refused,2017-01-03,2017-01-03,,M,0.0
24,1139,,,10200,CV refused,2017-01-03,2017-01-03,,F,0.0
25,1141,,,10098,Rejected,,,2018-03-30,F,0.0
27,1148,,,10092,CV dropped out,,,,M,0.0
29,11879,[8+],Native,13386,Matched,,,,F,0.0
30,11880,[8+],B2,12081,Matched,,,,M,0.0
31,11880,[8+],B2,13377,Matched,,,,M,0.0
32,11884,[8+],A2,12385,Dropped out,2018-03-07,2018-04-03,,F,0.0
33,11886,,B2,12372,CV refused,2018-03-06,2018-04-03,,F,0.0
34,11913,[5-8],,12033,Matched,,,,F,0.0
35,11913,[5-8],,12354,Dropped out,2018-03-29,2018-04-03,,F,0.0
36,11913,[5-8],,12827,CV refused,2018-03-29,2018-03-29,,F,0.0
37,11916,,C1,13385,Matched,,,,F,0.0
38,11917,,Native,11663,CV dropped out,,,,M,0.0
39,11919,,C1,11664,CV dropped out,,,,M,0.0
40,11919,,C1,12500,Matched,,,,M,0.0
41,11919,,C1,12843,CV refused,2018-03-29,2018-04-03,,M,0.0
42,11919,,C1,12999,CV approved,2018-04-05,2018-04-05,,M,0.0
43,11919,,C1,13376,Matched,,,,M,0.0
44,11924,,,12379,Dropped out,2018-03-07,2018-04-03,,F,0.0
45,11924,,,12821,Dropped out,2018-03-29,2018-04-03,,F,0.0
46,11947,,,12811,Rejected,2018-03-29,2018-03-29,2018-03-29,M,0.0
47,11963,,,12833,CV refused,2018-04-10,2018-04-10,,M,0.0
48,11964,,A1,12846,CV refused,2018-03-29,2018-04-06,,M,0.0
49,11964,,A1,12998,CV approved,2018-04-05,2018-04-05,,M,0.0
51,11979,,C1,13375,Matched,,,,M,0.0
52,11982,,Native,13384,Matched,,,,M,0.0
53,11988,,Native,13383,Matched,,,,M,0.0
54,11991,[5-8],,13175,CV sent to France,,,,F,0.0
55,11991,[5-8],,13232,CV approved,2018-05-01,2018-05-04,,F,0.0
56,12002,[8+],A2,13150,Rejected,,,,M,0.0
57,12003,[8+],,11762,Approved,,,,F,0.0
58,12024,[5-8],A1,13019,CV approved,2018-04-23,2018-04-24,,F,0.0
59,12024,[5-8],A1,13091,Matched,,,,F,0.0
60,12036,,A2,13170,Rejected,,,,F,0.0
61,12037,[8+],,12841,CV refused,2018-03-29,2018-03-29,,M,0.0
62,12039,[5-8],C1,12589,Matched,,,,F,0.0
63,12039,[5-8],C1,12862,Dropped out,2018-03-29,2018-04-03,,F,0.0
64,12039,[5-8],C1,12887,CV refused,2018-03-29,2018-04-03,,F,0.0
65,12039,[5-8],C1,13162,Rejected,,,,F,0.0
66,12041,,,12835,CV refused,2018-04-10,2018-04-10,,F,0.0
67,12052,[8+],,12583,Matched,,,,M,0.0
68,12052,[8+],,12844,Rejected,,,,M,0.0
69,12052,[8+],,12855,CV refused,2018-03-29,2018-03-29,,M,0.0
70,12060,,,12834,CV dropped out,,,,M,0.0
71,12062,[0-1],Native,13387,Matched,,,,F,0.0
72,12068,,,12851,CV refused,2018-03-29,2018-04-13,,F,0.0
73,12068,,,13054,Sent to Client,2018-04-13,,,F,0.0
74,12073,,,12839,CV dropped out,,,,F,0.0
75,12073,,,12847,Candidate dropped out,2018-03-29,2018-04-10,2018-04-11,F,0.0
76,12085,[2-4],B1,12870,Approved,,,,M,0.0
77,12085,[2-4],B1,13289,Candidate dropped out,2018-04-25,2018-04-26,2018-05-02,M,0.0
78,12088,[8+],B1,13302,Candidate refused,2018-04-30,2018-04-30,2018-04-30,M,0.0
79,1221,,,13236,CV sent to France,,,,M,0.0
80,1226,[8+],A1,10040,Rejected,,,,F,0.0
81,12337,[0-1],C1,12545,Matched,,,,M,0.0
82,12338,[8+],,12865,Dropped out,2018-03-29,2018-04-03,,F,0.0
83,12338,[8+],,13090,Matched,,,,F,0.0
86,12347,,,12858,CV refused,2018-03-29,2018-04-09,,M,0.0
87,1235,,,10550,CV refused,2017-03-22,2017-03-24,,M,0.0
88,1243,,,10320,CV refused,2017-02-01,2017-02-01,,F,0.0
89,12494,[8+],,12859,Candidate dropped out,2018-03-30,2018-03-30,2018-04-10,F,0.0
90,12520,[5-8],A1,12935,Candidate refused,2018-04-04,2018-04-04,2018-04-04,F,0.0
91,12520,[5-8],A1,13318,CV sent to France,,,,F,0.0
92,12520,[5-8],A1,13322,CV sent to France,,,,F,0.0
93,12520,[5-8],A1,13328,CV approved,2018-05-02,2018-05-03,,F,0.0
95,12524,[5-8],A1,12876,CV approved,2018-03-27,2018-04-25,,F,0.0
96,12525,[8+],Native,13381,Matched,,,,F,0.0
97,12528,[5-8],A1,12863,Candidate dropped out,2018-03-29,2018-04-04,2018-04-04,F,0.0
98,12528,[5-8],A1,12874,Rejected,2018-03-29,2018-03-29,2018-03-29,F,0.0
99,12528,[5-8],A1,13148,CV refused,2018-04-23,2018-05-02,,F,0.0
101,12542,[2-4],,10462,Rejected,,,,M,0.0
102,12546,[8+],A2,12915,Candidate refused,2018-04-02,2018-04-04,2018-04-10,F,0.0
103,12552,[5-8],,12884,CV refused,2018-04-06,2018-04-13,,F,0.0
104,12555,[5-8],,13034,CV refused,2018-04-12,2018-05-02,,M,0.0
105,12555,[5-8],,13330,Rejected,,,,M,0.0
106,1256,,,10088,CV dropped out,,,,F,0.0
107,12560,[8+],A2,13052,CV refused,2018-04-13,2018-04-13,,F,0.0
108,1257,,,10216,CV refused,2017-01-11,2017-01-19,,M,0.0
109,1257,,,10263,CV refused,2017-01-25,2017-02-21,,M,0.0
110,12571,,,12924,Candidate dropped out,2018-04-03,2018-04-03,2018-04-20,M,0.0
111,12571,,,12933,CV refused,2018-04-06,2018-04-17,,M,0.0
112,1258,,,10090,CV dropped out,,,,M,0.0
113,1259,,,10091,CV dropped out,,,,M,0.0
114,12591,[5-8],,12889,CV refused,2018-03-29,2018-03-29,,F,0.0
115,12591,[5-8],,13089,Matched,,,,F,0.0
119,12599,,,12881,CV refused,2018-03-29,2018-04-03,,M,0.0
120,12599,,,13011,Candidate refused,2018-04-06,2018-04-06,2018-04-11,M,0.0
122,12605,[0-1],A1,12879,CV refused,2018-03-27,2018-04-03,,M,0.0
123,12606,[0-1],A2,13035,CV refused,2018-04-12,2018-05-02,,F,0.0
162,12723,[2-4],A2,13044,CV refused,2018-04-13,2018-04-17,,M,0.0
163,12723,[2-4],A2,13049,CV refused,2018-04-13,2018-04-13,,M,0.0
169,12763,[8+],Native,12945,Candidate dropped out,2018-04-12,2018-04-12,2018-04-12,F,0.0
170,12763,[8+],Native,12946,Dropped out,2018-04-19,2018-04-19,,F,0.0
171,12763,[8+],Native,12947,CV refused,2018-04-10,2018-04-10,,F,0.0
172,12765,[2-4],A1,13308,CV sent to France,,,,F,0.0
173,12765,[2-4],A1,13311,CV refused,2018-05-07,2018-05-07,,F,0.0
174,12765,[2-4],A1,13313,CV sent to France,,,,F,0.0
175,12765,[2-4],A1,13468,CV sent to France,,,,F,0.0
176,12775,[8+],A1,12866,Dropped out,2018-03-29,2018-04-03,,M,0.0
177,1281,,,10217,CV refused,2017-01-11,2017-01-19,,M,0.0
178,1281,,,10790,CV refused,2017-05-09,2017-05-09,,M,0.0
179,1281,,,10930,CV refused,2017-06-13,2017-06-19,,M,0.0
180,1281,,,11740,CV refused,2018-02-06,2018-02-20,,M,0.0
181,1281,,,9999,Rejected,,,,M,0.0
182,1282,,,10172,CV refused,2017-01-02,2017-01-02,,F,0.0
183,1283,,,10194,Candidate refused,2017-01-03,2017-01-03,2017-01-11,M,0.0
184,1284,,,10196,CV refused,2017-01-03,2017-01-03,,M,0.0
185,1285,,,10198,CV refused,2017-01-03,2017-01-03,,M,0.0
186,1286,,,10001,CV refused,2017-01-04,2017-01-04,,F,0.0
187,12893,[8+],,13180,Sent to Client,2018-04-18,,,M,0.0
188,12893,[8+],,13444,Candidate refused,2018-04-04,2018-04-04,2018-04-04,M,0.0
189,12895,,,12937,Candidate refused,2018-04-03,2018-04-03,2018-04-13,F,0.0
190,12898,,,12810,Dropped out,2018-03-29,2018-04-03,,M,0.0
191,12900,,,12806,Candidate refused,2018-02-28,2018-02-28,2018-04-11,F,0.0
192,12900,,,12807,CV refused,2018-03-29,2018-03-29,,F,0.0
193,12901,,,12842,CV refused,2018-03-29,2018-03-29,,F,0.0
194,12902,,,12823,Dropped out,2018-03-29,2018-04-03,,F,0.0
195,12903,,,12883,CV refused,2018-03-30,2018-05-02,,M,0.0
196,12904,,,12804,CV refused,2018-03-29,2018-03-29,,M,0.0
197,12906,,,12798,CV refused,2018-03-29,2018-03-29,,F,0.0
198,12907,,,12882,Candidate refused,2018-03-30,2018-04-02,2018-04-11,F,0.0
199,12907,,,13320,CV sent to France,,,,F,0.0
200,12907,,,13323,CV sent to France,,,,F,0.0
201,12907,,,13329,CV approved,2018-05-02,2018-05-03,,F,0.0
202,12908,,,12849,CV approved,2018-03-29,2018-04-17,,F,0.0
203,12908,,,13053,Sent to Client,2018-04-13,,,F,0.0
204,12909,,,12818,Candidate refused,2018-03-29,2018-03-29,2018-05-02,M,0.0
205,12913,,,12878,CV approved,2018-03-27,2018-03-28,,M,0.0
206,12914,,,12880,CV refused,2018-05-07,2018-05-07,,M,0.0
207,12917,[8+],A1,13028,CV approved,2018-04-23,2018-05-04,,M,0.0
208,12917,[8+],A1,13085,Matched,,,,M,0.0
209,12921,[8+],A1,13043,Rejected,,,,M,0.0
210,12925,[8+],A1,13315,CV sent to France,,,,M,0.0
211,12925,[8+],A1,13326,CV approved,2018-05-01,2018-05-04,,M,0.0
212,12928,[8+],B1,12936,Dropped out,2018-03-29,2018-04-17,,M,0.0
213,1293,,,10427,Candidate refused,2017-02-21,2017-02-21,2017-02-27,F,0.0
214,12959,,,13020,Candidate refused,2018-04-09,2018-04-10,2018-04-16,M,0.0
215,12963,[2-4],B1,13036,CV refused,2018-04-12,2018-04-18,,M,0.0
216,12971,[5-8],A1,13045,CV approved,2018-04-13,2018-04-30,,M,0.0
217,12975,[8+],A1,13173,Rejected,,,,M,0.0
219,13012,[5-8],A1,13237,CV sent to France,,,,F,0.0
220,13012,[5-8],A1,13324,CV refused,2018-05-01,2018-05-07,,F,0.0
221,13015,[0-1],,12867,Approved,,,,F,0.0
222,13018,,,13178,CV refused,2018-04-18,2018-04-25,,M,0.0
223,13018,,,13469,Rejected,,,,M,0.0
224,13027,,,13159,CV approved,2018-04-17,2018-04-26,,M,0.0
225,1304,,,10045,Rejected,,,,F,0.0
226,1304,,,11069,Rejected,,,,F,0.0
233,13083,,,13160,CV refused,2018-04-17,2018-04-27,,F,0.0
234,13084,,B1,13340,CV approved,2018-05-03,2018-05-11,,F,0.0
239,13118,[8+],A1,13152,Rejected,,,,M,0.0
240,13120,,A2,13174,Rejected,,,,M,0.0
241,13120,,A2,13225,CV approved,2018-04-24,2018-05-04,,M,0.0
242,13120,,A2,13226,CV approved,2018-04-24,2018-04-26,,M,0.0
243,13126,[5-8],A2,13461,CV sent to France,,,,M,0.0
244,13126,[5-8],A2,13465,CV approved,2018-05-11,2018-05-11,2018-05-12,M,0.0
245,13126,[5-8],A2,13467,CV sent to France,,,,M,0.0
246,13131,,,13341,CV approved,2018-05-03,2018-05-04,,M,0.0
247,13157,[0-1],,13230,Rejected,,,,M,0.0
249,13172,,,13234,Dropped out,2018-05-02,2018-05-02,,F,0.0
250,13172,,,13235,CV approved,2018-05-03,2018-05-03,,F,0.0
251,13198,,,13224,Candidate refused,2018-04-23,2018-04-27,,F,0.0
252,13211,[0-1],A1,13229,CV sent to France,,,,M,0.0
253,13213,[8+],A1,13228,Rejected,,,,F,0.0
254,13213,[8+],A1,13464,CV sent to France,2018-05-07,,,F,0.0
255,13214,[2-4],A1,13233,Rejected,,,,F,0.0
256,13242,[2-4],A1,13309,CV sent to France,,,,F,0.0
257,13242,[2-4],A1,13312,CV refused,2018-05-07,2018-05-07,,F,0.0
258,13242,[2-4],A1,13314,CV sent to France,,,,F,0.0
259,13242,[2-4],A1,13466,CV sent to France,,,,F,0.0
260,13253,[2-4],,13303,CV refused,2018-05-02,2018-05-09,,M,0.0
261,13264,[5-8],,13455,CV sent to France,,,,M,0.0
262,13271,[0-1],Native,13380,Matched,,,,M,0.0
263,13272,,,13338,Rejected,,,,F,0.0
264,13281,[8+],A2,13307,Rejected,,,,F,0.0
265,13288,[8+],Native,13389,Matched,,,,M,0.0
266,13319,[2-4],,13454,CV sent to France,,,,M,0.0
267,13350,,,13460,Rejected,,,,F,0.0
268,13453,,,13456,CV sent to France,,,,M,0.0
269,13453,,,13459,CV sent to France,,,,M,0.0
270,13453,,,13463,CV sent to France,,,,M,0.0
271,1369,,,10265,Rejected,,,,F,0.0
272,1369,,,10313,Candidate dropped out,2017-01-26,2017-01-26,2018-04-03,F,0.0
273,1375,,,10485,Candidate refused,2017-03-03,2017-03-05,2017-03-07,F,0.0
274,1375,,,10879,Rejected,,2018-03-30,2018-03-30,F,0.0
277,1385,,,10204,Rejected,,,2018-03-30,F,0.0
278,1385,,,10287,CV refused,2017-01-24,2017-01-24,,F,0.0
280,1387,,,10028,Rejected,,,,M,0.0
281,1388,,,10093,CV dropped out,,,,F,0.0
282,1389,,,10115,Rejected,,,,M,0.0
283,1389,,,10203,Rejected,,,2018-03-30,M,0.0
284,1389,,,10227,Rejected,,,,M,0.0
285,1389,,,10285,CV refused,2017-01-20,2017-01-26,,M,0.0
286,1389,,,10522,Candidate dropped out,2017-03-06,2017-03-06,2017-03-06,M,0.0
287,1389,,,10526,CV refused,2017-03-10,2017-03-30,,M,0.0
288,1389,,,10563,CV refused,2017-03-14,2017-03-14,,M,0.0
289,1389,,,10616,CV refused,2017-03-28,2017-03-28,,M,0.0
290,1390,,,10042,Rejected,,,,M,0.0
291,1391,,,10174,Rejected,,,2018-03-30,F,0.0
292,1392,,,10020,CV refused,2017-01-06,2017-01-06,,M,0.0
293,1393,,,10114,Candidate refused,2017-01-10,2017-01-10,2017-01-20,F,0.0
294,1395,,,10099,Rejected,,,2018-03-30,F,0.0
297,1397,,,10003,CV refused,2017-01-05,2017-01-05,,M,0.0
298,1398,,,10004,Rejected,,,,F,0.0
299,1398,,,10537,CV refused,2017-03-14,2017-03-14,,F,0.0
300,1399,,,10100,Rejected,,,2018-03-30,M,0.0
301,1401,,,10053,Rejected,,,2018-03-30,M,0.0
302,1402,,,10019,CV refused,2017-01-03,2017-01-04,,M,0.0
303,1402,,,11361,CV refused,2017-11-06,2017-11-07,,M,0.0
304,1402,,,11372,CV refused,2017-10-17,2017-10-17,,M,0.0
305,1403,,,10173,CV refused,2017-01-02,2017-01-02,,F,0.0
306,1404,,,10054,Rejected,,,2018-03-30,F,0.0
307,1404,,,11396,CV refused,2017-11-02,2017-11-03,,F,0.0
308,1405,,,10266,Rejected,,,2018-03-30,M,0.0
312,1408,,,10036,Rejected,,,,M,0.0
313,1409,,,10071,Rejected,,,,F,0.0
314,1409,,,11364,Candidate dropped out,2017-10-16,2017-10-23,2018-04-06,F,0.0
315,1409,,,11371,Candidate dropped out,2017-10-17,2017-10-17,2018-04-03,F,0.0
316,1410,,,10041,Rejected,,,,M,0.0
317,1410,,,11456,Dropped out,2017-11-07,2018-04-03,,M,0.0
318,1410,,,11457,Dropped out,2017-11-07,2018-04-03,,M,0.0
319,1410,,,11603,CV refused,2017-12-20,2018-04-03,,M,0.0
320,1410,,,11622,Rejected,,2018-03-30,2018-03-30,M,0.0
321,1419,,,11300,Candidate dropped out,2017-09-27,2018-04-03,2018-04-03,M,0.0
322,1442,,,10122,CV refused,2017-01-18,2017-01-20,,F,0.0
323,1442,,,10246,Rejected,,,,F,0.0
325,1478,,,10413,Rejected,,,2018-03-30,F,0.0
331,1506,,,10270,CV refused,2017-01-20,2017-01-20,,M,0.0
332,1506,,,10392,CV refused,2017-02-13,2017-03-20,,M,0.0
333,1513,,,10376,Candidate refused,2017-02-14,2017-03-17,2017-05-18,F,0.0
335,1535,,,10052,Rejected,,,2018-03-30,F,0.0
336,1551,,,10176,CV refused,2017-01-11,2017-02-14,,F,0.0
337,1551,,,10795,CV dropped out,,,,F,0.0
338,1552,,,10310,CV refused,2017-01-24,2017-01-25,,M,0.0
339,1554,,,10206,Rejected,,,,M,0.0
340,1555,,,10039,Rejected,,,,M,0.0
342,1564,,,10046,Candidate refused,2017-01-12,2017-01-12,,M,0.0
343,1564,,,10865,Candidate refused,2017-05-30,2017-05-30,2017-06-02,M,0.0
344,1564,,,11296,CV refused,2017-09-19,2017-09-28,,M,0.0
345,1567,,,10024,Rejected,,,2018-03-30,F,0.0
346,1567,,,10212,CV refused,2017-01-23,2017-02-02,,F,0.0
347,1576,,,10599,Candidate refused,2017-03-21,2017-03-21,2017-03-30,M,0.0
348,1576,,,11064,Rejected,,,,M,0.0
349,1576,,,11083,Candidate refused,2017-07-19,2017-07-19,2017-07-27,M,0.0
350,1576,,,11109,CV refused,2017-07-26,2017-07-26,,M,0.0
351,1578,,,10329,Rejected,,,,M,0.0
354,1583,,,10017,CV refused,2017-01-17,2017-01-17,,F,0.0
355,1583,,,10607,CV refused,2017-04-06,2017-04-07,,F,0.0
356,1583,,,11277,CV refused,2017-09-19,2017-09-28,,F,0.0
357,1583,,,11359,Dropped out,2017-10-16,2017-10-16,,F,0.0
358,1583,,,11429,Dropped out,,2018-04-03,,F,0.0
359,1583,,,11711,CV refused,2018-04-10,2018-04-10,,F,0.0
360,1584,,,10207,Rejected,,,,F,0.0
363,1600,,,10175,Candidate refused,2017-01-11,2017-01-11,2017-01-18,M,0.0
364,1600,,,10311,Candidate refused,2017-01-24,2017-01-31,2017-01-31,M,0.0
367,1620,,,10116,CV refused,2017-01-20,2017-02-21,,F,0.0
368,1621,,,10070,CV refused,2017-01-20,2017-01-23,,M,0.0
369,1621,,,10866,CV refused,2017-05-31,2017-05-31,,M,0.0
371,1623,,,10094,CV dropped out,,,,M,0.0
375,1625,,,10095,CV dropped out,,,,M,0.0
376,1626,,,10096,CV dropped out,,,,F,0.0
377,1627,,,10117,CV refused,2017-01-20,2017-01-20,,M,0.0
378,1627,,,10228,Candidate refused,2017-01-20,2017-01-20,2017-01-25,M,0.0
379,1627,,,10446,CV refused,2017-03-14,2017-03-14,,M,0.0
380,1627,,,10483,Candidate refused,2017-03-01,2017-03-01,2017-03-01,M,0.0
381,1628,,,10213,Candidate refused,2017-01-19,2017-01-19,2017-01-20,M,0.0
382,1629,,,10118,CV refused,2017-01-20,2017-01-21,,F,0.0
383,1629,,,10229,CV refused,2017-01-20,2017-01-20,,F,0.0
384,1630,,,10006,Rejected,,,,M,0.0
385,1630,,,10475,Candidate dropped out,2017-02-28,2017-02-28,2018-04-06,M,0.0
386,1630,,,11060,CV refused,2017-07-11,2017-08-01,,M,0.0
390,1653,,,10025,Rejected,,,2018-03-30,F,0.0
391,1653,,,11278,CV refused,2017-09-19,2017-09-19,,F,0.0
392,1688,,,10338,CV refused,2017-02-07,2017-02-08,,F,0.0
394,1715,,,10673,Dropped out,2017-04-11,2018-04-03,,F,0.0
396,1745,,,10007,Rejected,,,2018-03-30,M,0.0
397,1746,,,10120,CV refused,2017-01-20,2017-02-21,,M,0.0
398,1746,,,10220,CV refused,2017-01-18,2017-01-18,,M,0.0
400,1748,,,10009,Rejected,,,,F,0.0
401,1750,,,10121,CV refused,2017-01-20,2017-01-20,,F,0.0
402,1750,,,10221,CV refused,2017-01-18,2017-01-18,,F,0.0
403,1750,,,10244,CV refused,2017-01-18,2017-01-27,,F,0.0
404,1750,,,10282,CV refused,2017-01-20,2017-01-21,,F,0.0
405,1751,,,10238,Candidate refused,2017-01-20,2017-01-20,2017-02-01,F,0.0
406,1751,,,10240,Rejected,,,,F,0.0
407,1752,,,10226,Rejected,,,,M,0.0
408,1752,,,10239,Candidate refused,2017-01-20,2017-01-20,2017-02-03,M,0.0
409,1752,,,10245,CV refused,2017-01-18,2017-01-27,,M,0.0
410,1752,,,10284,CV refused,2017-01-20,2017-01-25,,M,0.0
411,1753,,,10233,CV refused,2017-01-18,2017-01-18,,M,0.0
412,1753,,,10242,Candidate refused,2017-01-20,2017-01-20,2017-02-01,M,0.0
413,1753,,,10273,Candidate refused,2017-01-25,2017-01-25,2017-02-01,M,0.0
414,1756,,,10178,CV refused,2017-01-25,2017-01-25,,M,0.0
415,1756,,,10415,Candidate refused,2017-02-16,2017-03-01,2017-03-14,M,0.0
416,1757,,,10209,Candidate refused,2017-01-23,2017-01-23,2017-02-08,M,0.0
417,1758,,,10210,CV refused,2017-01-17,2017-01-17,,M,0.0
418,1759,,,10300,CV refused,2017-01-27,2017-01-27,,F,0.0
419,1759,,,10301,CV refused,2017-01-25,2017-01-27,,F,0.0
420,1760,,,10335,CV refused,2017-04-18,2017-04-18,,M,0.0
421,1760,,,10674,Candidate refused,2017-04-18,2017-04-18,2017-05-15,M,0.0
422,1761,,,10298,Candidate refused,2017-01-25,2017-01-25,2017-02-01,F,0.0
423,1761,,,10299,CV refused,2017-01-27,2017-01-27,,F,0.0
424,1761,,,10852,Candidate dropped out,2017-05-24,2017-05-24,2018-04-03,F,0.0
425,1761,,,10861,Rejected,2017-05-31,,,F,0.0
426,1761,,,10901,CV refused,2017-06-02,2017-06-02,,F,0.0
430,1784,,,10302,Candidate refused,2017-01-25,2017-01-25,2017-02-02,F,0.0
431,1784,,,10303,CV refused,2017-01-27,2017-01-27,,F,0.0
432,1785,,,10308,Candidate refused,2017-01-25,2017-01-25,2017-02-10,M,0.0
433,1785,,,10309,CV refused,2017-01-26,2017-01-26,,M,0.0
436,1788,,,10286,CV refused,2017-01-24,2017-01-25,,F,0.0
437,1789,,,10288,Rejected,,,,F,0.0
438,1789,,,10294,Rejected,,,,F,0.0
439,1790,,,10289,Candidate refused,2017-01-24,2017-01-24,2017-01-31,M,0.0
440,1792,,,10291,CV refused,2017-01-25,2017-01-25,,F,0.0
441,1792,,,10706,Rejected,,,2018-03-30,F,0.0
443,1794,,,10292,CV refused,2017-02-02,2017-02-02,,F,0.0
444,1795,,,10295,CV refused,2017-01-23,2017-01-23,,M,0.0
445,1795,,,10340,CV refused,2017-02-01,2017-02-01,,M,0.0
446,1795,,,10506,Rejected,,,,M,0.0
447,1796,,,10296,CV refused,2017-01-27,2017-01-27,,M,0.0
448,1796,,,10297,CV refused,2017-01-24,2017-01-24,,M,0.0
450,1798,,,10312,CV refused,2017-01-25,2017-01-25,,M,0.0
451,1798,,,10315,Candidate dropped out,2017-01-26,2017-01-26,2018-04-03,M,0.0
454,1807,,,10323,Rejected,,,,F,0.0
455,1808,,,10324,CV refused,2017-01-31,2017-01-31,,F,0.0
457,1810,,,10325,CV refused,2017-02-16,2017-02-16,,M,0.0
458,1811,,,10326,Candidate refused,2017-02-02,2017-02-02,2017-02-08,M,0.0
459,1811,,,10701,Rejected,,,,M,0.0
460,1811,,,10714,CV refused,2017-04-19,2017-04-19,,M,0.0
461,1811,,,10991,Candidate refused,2017-06-27,2017-06-27,2018-04-03,M,0.0
466,1815,,,10331,Candidate dropped out,2017-01-31,2017-01-31,2018-04-06,M,0.0
471,1817,,,10333,Candidate dropped out,2017-01-31,2017-02-01,2018-04-06,F,0.0
472,1818,,,10334,Candidate refused,2017-01-31,2017-01-31,2017-02-03,F,0.0
473,1818,,,10397,Rejected,,,,F,0.0
474,1818,,,10749,CV refused,2017-05-05,2017-05-05,,F,0.0
475,1818,,,11011,Rejected,,,,F,0.0
476,1819,,,10336,Candidate refused,2017-01-31,2017-02-02,2017-02-02,F,0.0
477,1820,,,10337,CV refused,2017-01-31,2017-02-21,,M,0.0
478,1821,,,10328,Candidate refused,2017-02-01,2017-02-01,2017-02-14,F,0.0
483,1873,,,10350,CV refused,2017-02-08,2017-02-10,,M,0.0
484,1874,,,10436,Approved,,,,F,0.0
485,1880,,,10720,Candidate dropped out,,,2017-04-20,M,0.0
491,1885,,,10375,CV refused,2017-02-14,2017-02-15,,F,0.0
500,1890,,,10363,CV refused,2017-02-09,2017-02-13,,F,0.0
501,1890,,,10380,CV refused,2017-02-09,2017-02-13,,F,0.0
502,1892,,,10366,Approved,,,,F,0.0
503,1893,,,10353,CV refused,2017-02-07,2017-02-27,,M,0.0
504,1893,,,10372,CV refused,2017-02-09,2017-02-21,,M,0.0
505,1893,,,10393,Rejected,,,,M,0.0
506,1893,,,10490,CV refused,2017-02-23,2017-02-23,,M,0.0
507,1893,,,10883,CV refused,2017-05-30,2017-05-30,,M,0.0
508,1894,,,10354,CV refused,2017-02-12,2017-02-12,,F,0.0
509,1896,,,10355,CV refused,2017-02-09,2017-02-13,,M,0.0
510,1896,,,10381,CV refused,2017-02-09,2017-02-13,,M,0.0
511,1896,,,10382,Candidate refused,2017-02-09,2017-02-09,2017-02-23,M,0.0
512,1896,,,10383,CV refused,2017-02-10,2017-02-21,,M,0.0
513,1896,,,10437,Candidate refused,2017-02-23,2017-02-23,2017-03-21,M,0.0
514,1897,,,10357,Candidate refused,2017-02-10,2017-02-10,2017-02-16,M,0.0
515,1897,,,10384,Candidate refused,2017-02-10,2017-02-21,2017-02-23,M,0.0
516,1898,,,10360,Rejected,,,,F,0.0
517,1899,,,10358,Rejected,,,,F,0.0
518,1900,,,10359,Rejected,,,2018-03-27,F,0.0
519,1900,,,11742,CV refused,2018-02-06,2018-02-07,2018-03-27,F,0.0
520,1900,,,11814,CV refused,2018-02-21,2018-03-23,,F,0.0
522,1902,,,10365,Candidate refused,2017-02-07,2017-02-07,2017-02-15,M,0.0
523,1905,,,10398,Rejected,,,,F,0.0
524,1905,,,10399,CV refused,2017-02-14,2017-02-15,,F,0.0
525,1905,,,10400,Rejected,,,,F,0.0
526,1906,,,10404,Rejected,,,,F,0.0
527,1906,,,10405,CV refused,2017-02-14,2017-02-15,,F,0.0
529,1910,,,10370,CV refused,2017-02-07,2017-02-08,,F,0.0
530,1911,,,10371,Rejected,,,,F,0.0
531,1912,,,10373,Rejected,,,,M,0.0
